"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Goals","Mission","Preconditions","Priority","References","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Expected Result)","Steps (Step)","Suite","Suite ID","Template","Type","Updated By","Updated On"
"C4308","Цены покупок на 1 экране соответствуют ценам покупок на 2 экране","na.erofeeva@mail.ru","12/4/2022 12:36 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Соответствие данных 1 -> 2 экран","2","","Автомат с напитками > Erofeeva > Соответствие данных 1 -> 2 экран","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
Expected Result:
Напитки выбранного объема появятся в очереди
2. Выполнить шаг 4 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Цены напитков в очереди на 1 экране совпадают с ценами напитков в заказе на 2 экране","","1. Напитки выбранного объема появятся в очереди
2. Цены напитков в очереди на 1 экране совпадают с ценами напитков в заказе на 2 экране","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 4 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:08 PM"
"C4309","Стоимость покупок на 1 экране соответствует стоимости покупок на 2 экране","na.erofeeva@mail.ru","12/4/2022 12:36 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Соответствие данных 1 -> 2 экран","2","","Автомат с напитками > Erofeeva > Соответствие данных 1 -> 2 экран","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
Expected Result:
Напитки выбранного объема появятся в очереди
2. Выполнить шаг 4 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Стоимость покупки на 1 экране совпадают со стоимостью покупки на 2 экране","","1. Напитки выбранного объема появятся в очереди
2. Стоимость покупки на 1 экране совпадают со стоимостью покупки на 2 экране","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 4 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:09 PM"
"C4310","Работающий промокод","na.erofeeva@mail.ru","12/4/2022 12:38 PM","","","","","","Тестовые данные:

- Промокод: 5555","Medium","","Промокод","2","","Автомат с напитками > Erofeeva > Промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","","1. Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:29 PM"
"C4311","Неработающий промокод буквы","na.erofeeva@mail.ru","12/4/2022 12:38 PM","","","","","","Тестовые данные:

Промокод: аааа","Medium","","Промокод","2","","Автомат с напитками > Erofeeva > Промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","","1. Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:32 PM"
"C4320","Неработающий промокод цифры","na.erofeeva@mail.ru","12/4/2022 12:42 PM","","","","","","Тестовые данные:

Промокод: 4444","Medium","","Промокод","2","","Автомат с напитками > Erofeeva > Промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","","1. Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:32 PM"
"C4321","Неработающий промокод спец. символы","na.erofeeva@mail.ru","12/4/2022 12:42 PM","","","","","","Тестовые данные:

Промокод: ?%:,","Medium","","Промокод","2","","Автомат с напитками > Erofeeva > Промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","","1. Сумма заказа пересчитается в соответствии со скидкой, которую дает промокод","1. Выполнить шаги 1-5 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/6/2022 5:32 PM"
"C4324","Соответствие возможных для выбора купюр заявленным в требованиях","na.erofeeva@mail.ru","12/4/2022 12:46 PM","","","","","","![](index.php?/attachments/get/4120)

Тестовые данные: произвольные
","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Поле выбора купюр будет содержать только те купюры, о которых идёт речь в документации","","1. Поле выбора купюр будет содержать только те купюры, о которых идёт речь в документации","1. Выполнить шаги 1-4 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:20 PM"
"C4312","Выбор номинала 1 р","na.erofeeva@mail.ru","12/4/2022 12:39 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 1 рубль

","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:24 PM"
"C4313","Выбор номинала 2 р","na.erofeeva@mail.ru","12/4/2022 12:40 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 2 рубля","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:48 PM"
"C4314","Выбор номинала 5 р","na.erofeeva@mail.ru","12/4/2022 12:40 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 5 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","","1.","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:43 PM"
"C4315","Выбор номинала 10 р","na.erofeeva@mail.ru","12/4/2022 12:40 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 10 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","","1.","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:43 PM"
"C4316","Выбор номинала 50 р","na.erofeeva@mail.ru","12/4/2022 12:42 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 50 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:48 PM"
"C4317","Выбор номинала 100 р","na.erofeeva@mail.ru","12/4/2022 12:42 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 100 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:48 PM"
"C4318","Выбор номинала 500 р","na.erofeeva@mail.ru","12/4/2022 12:42 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 500 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:49 PM"
"C4319","Выбор номинала 1000 р","na.erofeeva@mail.ru","12/4/2022 12:42 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 1000 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:49 PM"
"C4322","Выбор номинала 5000 р","na.erofeeva@mail.ru","12/4/2022 12:43 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 5000 рублей","Medium","","Проверка купюр","2","","Автомат с напитками > Erofeeva > Проверка купюр","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранной купюры отразится в поле ""уже внесли""","","1. Номинал выбранной купюры отразится в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 4:49 PM"
"C4325","Выбор купюр поочередно","na.erofeeva@mail.ru","12/4/2022 1:13 PM","","","","","","Тестовые данные: 

![](index.php?/attachments/get/4122)
","Medium","","Проверка купюр поочередно","2","","Автомат с напитками > Erofeeva > Проверка купюр поочередно","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Номинал выбранных купюр корректно суммируется в поле ""уже внесли""","","1. Номинал выбранных купюр корректно суммируется в поле ""уже внесли""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:16 PM"
"C4414","Ввести недостаточную сумму для оплаты","na.erofeeva@mail.ru","12/4/2022 4:10 PM","","","","","","Тестовые данные: 

- Купюры/монеты: 1 рубль","Medium","","Проверка суммы 2 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 2 экран","1. Выполнить шаги 1-4, 6-7 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
При нажатии на кнопку ""ОПЛАТИТЬ"", ничего не произойдёт","","1. При нажатии на кнопку ""ОПЛАТИТЬ"", ничего не произойдёт","1. Выполнить шаги 1-4, 6-7 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:21 PM"
"C4415","Min Ввести сумму, достаточную для оплаты без промокода","na.erofeeva@mail.ru","12/4/2022 4:11 PM","","","","","","Тестовые данные:

- Напиток: кофе
- Объем: 0,2 л
- Количество: 1
- Промокод: нет
- Купюры/монеты, р: 10*4, 1*10","Medium","","Проверка суммы 2 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 2 экран","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","","1. При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:44 PM"
"C4445","Min Ввести сумму, достаточную для оплаты с промокодом","na.erofeeva@mail.ru","12/7/2022 5:07 PM","","","","","","Тестовые данные:

- Напиток: кофе
- Объем: 0,2 л
- Количество: 1
- Промокод: 5555
- Купюры/монеты, р: 10*4, 1*3","Medium","","Проверка суммы 2 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 2 экран","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","","1. При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:44 PM"
"C4446","Max Ввести сумму, достаточную для оплаты без промокода","na.erofeeva@mail.ru","12/7/2022 5:31 PM","","","","","","Тестовые данные:

- Напиток: slurm на розлив
- Объем: 10,0 л
- Количество: max
- Промокод: нет
- Купюры/монеты, р: 1000*5, 500*1, 100*4, 10*4","Medium","","Проверка суммы 2 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 2 экран","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","","1. При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:42 PM"
"C4447","Max Ввести сумму, достаточную для оплаты с промокодом","na.erofeeva@mail.ru","12/7/2022 5:31 PM","","","","","","Тестовые данные:

- Напиток: slurm на розлив
- Объем: 10,0 л
- Количество: max
- Промокод: 5555
- Купюры/монеты, р: 1000*5, 500*1, 100*4, 10*4","Medium","","Проверка суммы 2 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 2 экран","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","","1. При достижении суммы покупки вместо надписи ""Еще нужно [сумма] Р"", появится надпись ""МОЖНО ОПЛАТИТЬ!""","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:42 PM"
"C4413","Продолжить введение купюр после того, как введено достаточно для оплаты","na.erofeeva@mail.ru","12/4/2022 4:09 PM","","","","","","Тестовые данные:

- Напиток: кофе
- Объем: 0,2 л
- Промокод: нет
- Купюры/монеты, р: 50*1, 1*1 ","Medium","","Проверка суммы 2 экран","2","","Автомат с напитками > Erofeeva > Проверка суммы 2 экран","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""
Expected Result:
Приложение не даст ввести больше необходимой суммы","","1. Приложение не даст ввести больше необходимой суммы","1. Выполнить шаги 1-4, 6 юзкейса ""Юзкейс 1. Заказ напитка""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/7/2022 5:31 PM"
"C4416","Информация из предоставленного списка есть на третьем экране","na.erofeeva@mail.ru","12/4/2022 4:11 PM","","","","","","![](index.php?/attachments/get/4125)
","Medium","","Третий экран","2","","Автомат с напитками > Erofeeva > Третий экран","1. Выполнить ""Юзкейс 1. Заказ напитков""
Expected Result:
Информация из приведенного в документации списка есть на третьем экране","","1. Информация из приведенного в документации списка есть на третьем экране","1. Выполнить ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/8/2022 2:52 PM"
"C4326","Список покупок на 1 экране соответствует списку покупок на 3 экране","na.erofeeva@mail.ru","12/4/2022 1:16 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Третий экран","2","","Автомат с напитками > Erofeeva > Третий экран","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
Expected Result:
Напитки выбранного объема появятся в очереди
2. Выполнить шаг 4-7 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Очередь заказов на 1 экране совпадает со списком заказов на 3 экране","","1. Напитки выбранного объема появятся в очереди
2. Очередь заказов на 1 экране совпадает со списком заказов на 3 экране","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 4-7 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/8/2022 4:31 PM"
"C4327","Цены покупок на 1 экране соответствуют ценам покупок на 3 экране","na.erofeeva@mail.ru","12/4/2022 1:16 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Третий экран","2","","Автомат с напитками > Erofeeva > Третий экран","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
Expected Result:
Напитки выбранного объема появятся в очереди
2. Выполнить шаг 4-7 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Цены товаров на 1 экране совпадают с ценами товаров на 3 экране","","1. Напитки выбранного объема появятся в очереди
2. Цены товаров на 1 экране совпадают с ценами товаров на 3 экране","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 4-7 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/8/2022 4:31 PM"
"C4328","Стоимость покупок на 1 экране соответствует стоимости покупок на 3 экране","na.erofeeva@mail.ru","12/4/2022 1:16 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Третий экран","2","","Автомат с напитками > Erofeeva > Третий экран","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
Expected Result:
Напитки выбранного объема появятся в очереди
2. Выполнить шаг 4-7 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Общая стоимость заказа на 1 экране совпадает со стоимостью заказа на 3 экране","","1. Напитки выбранного объема появятся в очереди
2. Общая стоимость заказа на 1 экране совпадает со стоимостью заказа на 3 экране","1. Выполнить шаги 1-3 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 4-7 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/8/2022 4:31 PM"
"C4329","Внесенная сумма на 2 экране соответствует внесенной сумме на 3 экране","na.erofeeva@mail.ru","12/4/2022 1:17 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Третий экран","2","","Автомат с напитками > Erofeeva > Третий экран","1. Выполнить шаги 1-6 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 7 юзкейса ""Юзкейс 1. Заказ напитков""
Expected Result:
Внесенная сумма на 2 экране совпадает со внесенной суммой на 3 экране","","1. 
2. Внесенная сумма на 2 экране совпадает со внесенной суммой на 3 экране","1. Выполнить шаги 1-6 юзкейса ""Юзкейс 1. Заказ напитков""

Запомнить или записать выбранные тестовые данные
2. Выполнить шаг 7 юзкейса ""Юзкейс 1. Заказ напитков""","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/8/2022 4:34 PM"
"C4418","Корректность сдачи на чеке","na.erofeeva@mail.ru","12/4/2022 4:13 PM","","","","","","Тестовые данные:

- Напитки: произвольные
- Объем: произвольный
- Количество: произвольное","Medium","","Третий экран","2","","Автомат с напитками > Erofeeva > Третий экран","1. Выполнить ""Юзкейс 1. Заказ напитков""
2. На третьем экране вычесть из суммы в графе ""Вы внесли"" сумму в графе ""Итого со скидкой""

Посчитать, сколько автомат выдал сдачи, умножив номинал монет на их количество и сложив

Затем сравнить два получившихся числа
Expected Result:
Ожидаемая сдача и выданная сдача совпадут","","1. 
2. Ожидаемая сдача и выданная сдача совпадут","1. Выполнить ""Юзкейс 1. Заказ напитков""
2. На третьем экране вычесть из суммы в графе ""Вы внесли"" сумму в графе ""Итого со скидкой""

Посчитать, сколько автомат выдал сдачи, умножив номинал монет на их количество и сложив

Затем сравнить два получившихся числа","Master","S30","Test Case (Steps)","Other","na.erofeeva@mail.ru","12/8/2022 4:52 PM"
